"wavelength" "Beo1sun00000" "Beo1sun00001" "Beo1sun00002" "Beo1sun00003" "Beo1sun00004" "Beo1sun00005" "Beo1sun00006" "Beo1sun00007" "Beo1sun00008" "Beo1sun00009" "Beo1sun00010" "Beo1sun00011" "Beo1sun00012" "Beo1sun00013" "Beo1sun00014" "Beo1sun00015" "Beo1sun00016" "Beo1sun00017" "Beo1sun00018" "Beo1sun00019" "Beo1sun00020" "Beo1sun00021" "Beo1sun00022" "Beo1sun00023" "Beo1sun00024" "Beo1sun00025" "Beo1sun00026" "Beo1sun00027" "Beo1sun00028" "Beo1sun00029" "Beo1sun00030" "Beo1sun00031" "Beo1sun00032" "Beo1sun00033" "Beo1sun00034" "Beo1sun00035" "Beo1sun00036" "Beo1sun00037" "Beo1sun00038" "Beo1sun00039" "Beo1sun00040" "Beo1sun00041" "Beo1sun00042" "Beo1sun00043" "Beo1sun00044" "Beo1sun00045" "Beo1sun00046" "Beo1sun00047" "Beo1sun00048" "Beo1sun00049" "Beo1sun00050" "Beo1sun00051" "Beo1sun00052" "Beo1sun00053" "Beo1sun00054" "Beo1sun00055" "Beo1sun00056" "Beo1sun00057" "Beo1sun00058" "Beo1sun00059" "Beo1sun00060" "Beo1sun00061" "Beo1sun00062" "Beo1sun00063" "Beo1sun00064" "Beo1sun00065" "Beo1sun00066" "Beo1sun00067" "Beo1sun00068" "Beo1sun00069" "Beo1sun00070" "Beo1sun00071" "Beo1sun00072" "Beo1sun00073" "Beo1sun00074" "Beo1sun00075" "Beo1sun00076" "Beo1sun00077" "Beo1sun00078" "Beo1sun00079" "Beo1sun00080" "Beo1sun00081" "Beo1sun00082" "Beo1sun00083" "Beo1sun00084" "Beo1sun00085" "Beo1sun00086" "Beo1sun00087" "Beo1sun00088" "Beo1sun00089" "Beo1sun00090" "Beo1sun00091" "Beo1sun00092" "Beo1sun00093" "Beo1sun00094" "Beo1sun00095" "Beo1sun00096" "Beo1sun00097" "Beo1sun00098" "Beo1sun00099"
467.93 0.125239288102925 0.142890903971049 0.15303644048622 0.168413035226965 0.171244767289949 0.160433620157251 0.148548446226081 0.142282242915782 0.180610289361883 0.187455168096967 0.200001134308873 0.196738331523045 0.192836723026958 0.174592818375682 0.213956930900821 0.244600738695327 0.245040376033212 0.236936250087832 0.242780927651849 0.251078069392881 0.240094226601382 0.228934312345722 0.225025851599517 0.215749286152131 0.211148217549441 0.202837054591046 0.188397999002732 0.185037472496482 0.184209420672158 0.177415348902214 0.176815208042945 0.174672213660342 0.178048570728741 0.181480540658717 0.166180594063237 0.143869924452431 0.142868497221506 0.155444881702892 0.157988671216489 0.16841496969338 0.192081480788149 0.224071889527931 0.249255723077921 0.26222990545642 0.272419963910589 0.297988719631312 0.317937840924855 0.358669277131096 0.39146241730364 0.352128226067861 0.30609687646869 0.266166931107883 0.226595248091166 0.220199541121252 0.270297518164884 0.372285136041712 0.415824926937555 0.423203808837053 0.390704554938166 0.313067101740152 0.298946974395556 0.302904082299444 0.309740878222725 0.314067698675706 0.319404918568653 0.319016548775803 0.310012509649715 0.266337858514086 0.248072091062855 0.246174162169186 0.26714902683918 0.304459233403631 0.335452919766995 0.34625067409448 0.357258271279643 0.341710919652278 0.288767690692801 0.283747516276144 0.309889097440797 0.274096646808154 0.22768478024536 0.179272329727853 0.136934778842067 0.135988408222094 0.153734782284386 0.209878648684566 0.245953136217376 0.212904754134866 0.207408621674317 0.211957522972041 0.212733184291593 0.216987067545517 0.215484556194108 0.226659406174278 0.244756008157428 0.243497513819152 0.227902933036212 0.228097696619757 0.220639324222943 0.21909250901029
468.39 0.125294770907724 0.142312288431314 0.152178539726638 0.167662661909091 0.170994722357342 0.160201905321569 0.148177833437635 0.140686428823914 0.181335653449819 0.187407829788637 0.20000040560798 0.197000079312498 0.192167728591655 0.175075246250864 0.213149184597231 0.244107092192764 0.244219873496155 0.236163588986082 0.241921800444261 0.251568537372246 0.238826069183443 0.228082714125837 0.224071527746403 0.215492786345498 0.210288831314178 0.202621982199236 0.187957158444248 0.184913562212879 0.185023490042666 0.176341306431256 0.178579932861157 0.175426194602822 0.180104987253711 0.181938232844484 0.165044573306152 0.142535564259411 0.142826915904373 0.15449235340331 0.159449103549697 0.16940770509521 0.190057266641187 0.223815114167521 0.248728233034031 0.261867498288827 0.272434543957002 0.297208649077937 0.317914112488913 0.358003485458136 0.391880688727954 0.352344136108084 0.3060277652296 0.264513121147656 0.22699953753847 0.221580216564096 0.272405853366977 0.371615361380329 0.416864800935587 0.423888704654197 0.39077348329214 0.313910371264628 0.299532533694184 0.303096706175183 0.311662411376524 0.312448943374577 0.31859022638971 0.320803312809426 0.311132980757534 0.266614217399243 0.248581208680327 0.246190154175322 0.267725850181876 0.302057390316776 0.33597412339269 0.343653648064344 0.356124581524991 0.341916467329745 0.289782473045242 0.28370438158441 0.310541292417093 0.273873104399263 0.227524727895665 0.178501593735016 0.13691563228557 0.136056992170224 0.151888344837553 0.210681121117069 0.244264513053154 0.214380610006375 0.206940740282454 0.211299131863929 0.209919579017478 0.216033526816629 0.21433262756846 0.224925563842501 0.245039007988135 0.243214235865363 0.226905503671424 0.227943980702414 0.219915219714521 0.220445402406356
468.85 0.125390955495051 0.142227371669231 0.1529811663938 0.168745041979556 0.171152520990571 0.158983909692742 0.148792039647024 0.141721466752732 0.181831174491757 0.187305040045777 0.200366648653161 0.196463501707245 0.192573792854214 0.174445043009885 0.214050449138274 0.245794893234598 0.246406831910221 0.238450145219745 0.242360136753231 0.252663329595673 0.240185391208749 0.228362564052935 0.224907264797283 0.217649323199428 0.212385571983309 0.202852292912175 0.187923787320744 0.184152547915177 0.184456819111707 0.17822377853768 0.178542530885229 0.175912418241545 0.178628812106376 0.181989985389668 0.164838331717358 0.143638096229653 0.142955893328478 0.1547847180998 0.160461081888367 0.168298173218863 0.190372090375337 0.224493560532175 0.249706561328966 0.262125053792554 0.271937637370098 0.299952625398229 0.319548221108309 0.359683942883889 0.393033658033871 0.352669394798217 0.307477313838373 0.266082539684687 0.226996855801114 0.221009690030245 0.271557714925572 0.37205654208043 0.418104414175532 0.422887499191087 0.393130571963634 0.313818438225922 0.300262790231148 0.305289983046325 0.312275644198867 0.314426590056186 0.322449567528222 0.319942395324833 0.312441148657906 0.267544116071434 0.249440659985557 0.246956791485601 0.268383554525608 0.303647037095305 0.33665115414279 0.345908947220759 0.35673887368177 0.342131782257493 0.288299661740727 0.28456235032359 0.310671369784133 0.273749691822875 0.228522681087531 0.178580769379278 0.138917387077481 0.13601049456062 0.152775837337298 0.211765234144252 0.24722828552103 0.213804299467534 0.206280730823114 0.212641683818121 0.211224024430863 0.217466513152414 0.215711981938483 0.227675545904718 0.245394743855773 0.245251245148451 0.228708267548472 0.230266674165239 0.221628384009879 0.219907899723541
469.32 0.125645052409136 0.141791821245536 0.154151632995923 0.167172666332447 0.171858283760213 0.159854460037277 0.148831416563661 0.141234839504544 0.180388172801096 0.186889851376815 0.199542721710344 0.196038440302516 0.192057385980079 0.174959703592184 0.214031443704694 0.24593017527907 0.244291051369668 0.236538566783983 0.241713949382519 0.25140191533852 0.239296933775851 0.228273673621068 0.224503990465285 0.215298900923054 0.210280208209315 0.202336374334936 0.187296480928537 0.18396833358491 0.184658611177269 0.177014508099397 0.178050542865599 0.174551983232987 0.17715487328025 0.182535150584209 0.165816112112757 0.142562957749978 0.143608060426245 0.155112419569758 0.159305558533372 0.167636642227201 0.190137217919358 0.225535159611152 0.250765346509368 0.261770749423877 0.271818683353932 0.297526457141354 0.318717097312721 0.358421027405288 0.391691395741382 0.351779063987818 0.305824872285427 0.265504609461753 0.227439695273241 0.220232054503558 0.271066815072451 0.370615150259915 0.419915397559909 0.420746983674938 0.391282859618594 0.311758451964634 0.29930908282114 0.302901821017534 0.31252207057749 0.313915896098383 0.321541031638503 0.320495157144493 0.311665764530231 0.266705694760779 0.247933672431014 0.247150262237111 0.266644281743065 0.302237042732484 0.335638494611712 0.345867169339129 0.357421011735532 0.341167274846103 0.288885318862136 0.284149893852041 0.30967082861354 0.2721597735124 0.228794252006308 0.178668440813319 0.138801452717198 0.134546051660344 0.152813280166273 0.212607870916248 0.24331031557832 0.214638645514971 0.207886992312319 0.2126444285161 0.211217275039924 0.216618921728031 0.215169589609403 0.227362015977518 0.245815745757871 0.243693053556245 0.228272431975147 0.229423387104197 0.221576544631112 0.219636426450417
469.78 0.123781468029938 0.13978174416456 0.151497156972272 0.165657537046223 0.168656853998748 0.157945990021319 0.146692608620906 0.140207566050191 0.178595146310928 0.18561132499738 0.198282521606794 0.194582052751974 0.189289959736531 0.17387804800557 0.211046974275039 0.242233756146716 0.241881255961305 0.235612497386144 0.24161452772309 0.249065414850311 0.237478292577662 0.225964670609372 0.221325477811068 0.214716434658051 0.209189999631518 0.200052890009009 0.185274196094246 0.182292455235292 0.180901876464928 0.175304722363374 0.175883714913127 0.172761856508548 0.176764186707082 0.180413654466121 0.162813317664838 0.141632517070394 0.140992728009305 0.152662335449148 0.15735984309746 0.165613333294671 0.189620568544811 0.221892702596856 0.247838580063116 0.258536771871098 0.269007554212911 0.294975659560263 0.313908367488412 0.354999726183042 0.387558259924689 0.347697483287289 0.303498771180559 0.262785368577343 0.223847756858864 0.219564573953279 0.268209606278097 0.367555006562658 0.412978681996675 0.41742941483407 0.386776296269815 0.309100617808424 0.296762915028103 0.30277525601894 0.309349189132993 0.311326212976319 0.317787014012802 0.317354513890589 0.30872729329322 0.263928626621857 0.244886658544054 0.245310215508872 0.265333153841625 0.298741047466006 0.333041715686214 0.34190222590489 0.351830155802689 0.337849830831607 0.28710060996039 0.280629390348363 0.307040997775477 0.271371865028879 0.225732009482113 0.177048281222212 0.136326272830618 0.1340687132015 0.151560693268534 0.207872092496271 0.2430671894134 0.21191031211237 0.20469732028807 0.209608222786085 0.209798068725379 0.215081548902872 0.212939791830798 0.224545578745594 0.242891210057178 0.242284081044241 0.225038926358094 0.227308199265004 0.218357383040695 0.21729669136919
470.24 0.123560591525808 0.139069873953715 0.150343173974227 0.163899092007665 0.168128051210154 0.155776818803015 0.14601321108555 0.137862119321103 0.176730627797512 0.183537977937508 0.195893288046798 0.191527968757343 0.188190220600389 0.170962908544903 0.209118180476756 0.240849733744897 0.23921764634326 0.233026441812451 0.235953188395659 0.245613639163496 0.235107457420329 0.222322642160382 0.219061874983933 0.211229042161896 0.206362832036487 0.198179253885663 0.183456403679717 0.180211268171879 0.180813844206286 0.174117220669624 0.174048401150449 0.171225757677499 0.174565010534806 0.176980416060297 0.161168603620244 0.139830370101693 0.139602300546944 0.151284580510678 0.155161539607482 0.164269172716359 0.186826652518199 0.218745558711906 0.243965296847203 0.257562201022754 0.265227003965563 0.291508127663782 0.311771554025507 0.351637741040009 0.385047524464778 0.344302951877076 0.300313241954323 0.257789702454439 0.221961330673453 0.216938239270174 0.265254012914702 0.365211790173281 0.408076918502458 0.413990454613111 0.382375915835096 0.305629207431542 0.294814727737732 0.296404601791381 0.305188835121335 0.308746288492531 0.31562587838722 0.313565692934202 0.306465540918917 0.25989316969078 0.241618640282107 0.241168787146118 0.26312784074876 0.296820604882344 0.328674254669969 0.33835136590217 0.348733681518331 0.335074201000747 0.284170448206577 0.280090112957961 0.304390827367972 0.267988826679993 0.222637671562541 0.174486521770664 0.135545182785071 0.133292024012233 0.148819991401407 0.20622243251398 0.238570781174123 0.208290224520074 0.201430751740256 0.207900437463396 0.205709358647617 0.211749049651774 0.2108510372908 0.22318915085381 0.238607348351698 0.23948600017599 0.223611141355524 0.224014420968203 0.216311173864685 0.212773638523791
470.71 0.121171330184808 0.137806899415705 0.1476214215976 0.16175336830758 0.16556346567107 0.154098499960579 0.142277133415755 0.137602446188799 0.175002847490193 0.181116162427085 0.193416352495903 0.190159529391678 0.185183034077055 0.167465837242068 0.206070989081515 0.237270707263252 0.236811422242758 0.229948873873068 0.233461631848602 0.24285478883063 0.23287766134356 0.220443288177538 0.216623306354227 0.208597049571855 0.204034141113478 0.196269741002874 0.181895570476643 0.178497155575335 0.17729302006153 0.172034532704335 0.171560196536153 0.168713842582946 0.172794175107225 0.175351077535957 0.158411817768667 0.138208376106541 0.137497691731598 0.150426097610885 0.152885411440667 0.163045147935103 0.184557262684397 0.217528363964822 0.242044238883137 0.253525791956531 0.264259161424258 0.28766107646525 0.305848324683803 0.346715148529228 0.379943113637698 0.340414572325379 0.297866997864654 0.258034482525191 0.219702705845467 0.213951333562449 0.263073212421955 0.360115844871349 0.403621597526486 0.41068071220386 0.379384506303348 0.300561338761706 0.288918656691094 0.294803754801079 0.302416238581811 0.303453870853466 0.311635964129717 0.30886054877722 0.30116217685537 0.258501068321212 0.240678786492247 0.238494893551661 0.259014194382168 0.292627843553201 0.324993063983089 0.334974563986898 0.343834031592463 0.331328578452837 0.278677040669463 0.275971515642108 0.301136525404982 0.265377129002985 0.221861464956297 0.172210466857176 0.132586498884038 0.128929622661526 0.146394678549581 0.204273679634803 0.238121544466371 0.207400372715216 0.2004561482112 0.204611821019216 0.203376201065261 0.209843157814398 0.208887488411999 0.219991185709988 0.237946880522064 0.237008114064141 0.221461060700442 0.221131060486108 0.213249897921187 0.211956475641522
471.17 0.124075821355735 0.139441360019616 0.149355676792985 0.164409004676565 0.168476096560811 0.157453448423519 0.146220715491025 0.139516640732243 0.178687200277544 0.183847868527894 0.197351094855946 0.194097143568488 0.18784228955898 0.171498840931391 0.210729494035249 0.241689049958322 0.241049020990088 0.232458851759681 0.237772582751615 0.248747762584443 0.235015407549118 0.224579517964913 0.221866809493596 0.212685386041352 0.208061602636371 0.198956299723344 0.183974323944187 0.182594256552332 0.180973235302653 0.174809582908522 0.174748668907939 0.171875605399128 0.176552025870369 0.179289444147355 0.161895193318414 0.141205586979512 0.140970753214627 0.151835887959354 0.155180064624029 0.166374985592724 0.187932085932776 0.220703393602324 0.245074801094657 0.257331434936851 0.26699071681307 0.293863179864131 0.314202520305345 0.354556001717998 0.386203549535674 0.346531512705259 0.301691112885303 0.260665284387531 0.223643169188267 0.21863028290584 0.26876060900588 0.36544020950396 0.412153131952877 0.417081120189717 0.387350260634067 0.307937054289217 0.293120594204813 0.297780624818218 0.308072476187838 0.309694643849563 0.316788293864577 0.315215219398166 0.306696597674495 0.263368460389629 0.242830792240564 0.242554858345123 0.262441213267905 0.29930117658174 0.330726321263486 0.339902282636581 0.351968582645974 0.336251850097539 0.284029027206299 0.28169098193629 0.306543355125067 0.26864617279259 0.225321883458781 0.17574505786712 0.135484890529044 0.132720406197751 0.15005696691947 0.207619469363687 0.242282787393515 0.20996666605869 0.203758510161015 0.207764244890977 0.206620134312661 0.212854172261412 0.212370816144868 0.224072225642704 0.241935621839202 0.239219653970759 0.224344649418427 0.225439654438965 0.218370819270167 0.216010727846864
471.63 0.12632377229954 0.143091840585965 0.155088808681225 0.169558441031317 0.172534849161288 0.160360995550944 0.149837859098287 0.143697201153721 0.182222131723807 0.188870200381262 0.20189746482465 0.197738018987448 0.193777721148866 0.175643789696432 0.215283724450385 0.24608799126297 0.247076462481059 0.238540575628971 0.244172484450203 0.252954001046813 0.243039485569749 0.230692526517215 0.22599907145259 0.218095218807125 0.212156905346369 0.20489609079313 0.189173962166073 0.186607780892378 0.184747570746481 0.179133256542976 0.178772982152563 0.176066915106663 0.179211218156365 0.183239596972186 0.166606309510488 0.14359239218853 0.142433952233227 0.156019703219889 0.159938130909478 0.169843301716861 0.193358849763883 0.226384216406302 0.250471044295765 0.26268226400071 0.273643564492929 0.300578797499058 0.321370980692286 0.362894149672959 0.395212264241309 0.354544292110073 0.308877527311378 0.268327152852079 0.228352561461031 0.224013653979963 0.27464157042181 0.374756737853293 0.421632003387094 0.427298988410567 0.395130135345218 0.315042812769917 0.301999340182502 0.307559688666288 0.313932717265541 0.319319934798768 0.324639672468522 0.322376612272176 0.313880778684399 0.268022470169508 0.249714265397599 0.248897258939123 0.269490787110145 0.305265857874352 0.338013500204313 0.349021046248198 0.357744059009083 0.347039703283858 0.292137733497171 0.286197373016629 0.314374106040003 0.276193468524066 0.231186079440963 0.180353452730168 0.139064533374269 0.136049006745601 0.153288897364181 0.213094909247241 0.247347808396908 0.215366567278122 0.209207344917668 0.212851964253029 0.212606436614352 0.218186384228537 0.217524037965194 0.230052164501418 0.247368513322314 0.246866309714092 0.229288282954074 0.231296198468092 0.223567245228441 0.221788646159593
472.1 0.127766667686753 0.144102509930838 0.156664076705862 0.170009982076775 0.173259312465348 0.162015607169654 0.149778569271362 0.143311524087505 0.184185264258101 0.190792211068738 0.20411487601237 0.200429298553352 0.195253036379958 0.1766334160143 0.218082798760297 0.249704512416293 0.249893158104679 0.240294131438532 0.246348858174229 0.256757928923489 0.243065800174443 0.233114525293328 0.228947835326839 0.220486635750745 0.21322768761146 0.20613641948682 0.189976340153333 0.188594895623435 0.18692764065574 0.179860074151093 0.182082028018548 0.178404195701325 0.182098208362648 0.186130551429086 0.168844862498752 0.146265624722183 0.144946785437646 0.158142963873411 0.16203468005509 0.171343135765748 0.194322588380693 0.22922258544923 0.254418826357987 0.267280864865711 0.277457055663729 0.30348791977574 0.325963191762129 0.366545612699415 0.402873839132916 0.359209261006842 0.312818337458141 0.271591384049378 0.231204700840792 0.226391157130445 0.277240209804676 0.380670861748413 0.42559431214228 0.431297303682601 0.399977850543319 0.318240222389356 0.306446478860544 0.309475820230756 0.318033328665717 0.322210564051453 0.328890374550514 0.327673077295395 0.317719361474582 0.272990777681427 0.253657506392846 0.251814457297263 0.271306029538857 0.309262581454114 0.342680045868942 0.353337643548587 0.362464638483108 0.349278355645336 0.294517951750029 0.290775384100171 0.319219937704439 0.279468699472419 0.23182935856617 0.182914264755906 0.13968295775347 0.137066762142325 0.154835451099397 0.214662183885264 0.25026461333023 0.219107868510447 0.210918079145567 0.215531652633947 0.215395340558774 0.220724156470023 0.219346435827141 0.231081482038972 0.250363135880222 0.247104830782784 0.23248497277028 0.234095433249115 0.225234818976106 0.223596950846704
472.56 0.128334209105415 0.145809657431152 0.156672764305075 0.171767713604851 0.176608537839162 0.163657306945132 0.152200302046557 0.145469345457686 0.186500197699416 0.191300217831489 0.204842931804512 0.201894742608347 0.198157610859665 0.178977448543669 0.220296746982611 0.252939450786272 0.25197908109164 0.242436665856466 0.248400567874281 0.257556552076242 0.246457881374426 0.234978304904256 0.229633675582229 0.222405745611682 0.216246754782733 0.208313237637139 0.192939945959405 0.18831447789877 0.187517544733103 0.182712392164862 0.182697349943095 0.178719080236529 0.183510092983622 0.186296626380397 0.168388354744671 0.146732317396127 0.144964364814127 0.157768180492523 0.162923449153839 0.173540067244399 0.195762566215993 0.230538514130229 0.256354109862659 0.269364686805049 0.27895692011411 0.306499171611636 0.329964520106033 0.369082302544642 0.40410771182505 0.360962386092551 0.315835588276301 0.272374388338995 0.233614921851945 0.227574851090747 0.280639217982751 0.384317065373969 0.43017309546784 0.43426513494811 0.403783829668101 0.322064062130397 0.309053905280231 0.312665376558933 0.320851871794981 0.323382561182625 0.331734427722355 0.328396590879654 0.319883325603988 0.273407653692929 0.254440058510852 0.253796699816664 0.274472314353539 0.311544666291298 0.345469458724002 0.357153543783942 0.367183835787907 0.352375923972564 0.297016869364942 0.292249867427893 0.320088931310661 0.281620981767311 0.2343660295737 0.182597428371289 0.14128563280919 0.137486433355112 0.155362814124838 0.215658354586684 0.251874689624604 0.219899354598087 0.212530000936334 0.216870743435499 0.216053039422257 0.223683007802782 0.220394227648524 0.231555320291234 0.25177801346921 0.25054198444795 0.234191287653041 0.235915446482915 0.226492894498008 0.22566510056219
473.02 0.126636813575924 0.144661362105199 0.155755195570232 0.168980302139733 0.17348360404007 0.161924207026864 0.14973905326237 0.142725361440898 0.182475315951036 0.188467542294846 0.202268606434908 0.19748159768979 0.194268660010837 0.176268550797686 0.216540111912403 0.247863389031797 0.247934826019021 0.240381037209595 0.243614182993736 0.254623495505882 0.242251484223214 0.231410721926653 0.227500189680945 0.21764120887065 0.212211597648035 0.205607905680361 0.190072953898481 0.187186718569131 0.185427170674466 0.17869256017407 0.179551942390778 0.177531213730101 0.180883735911442 0.183323616770582 0.166252810008015 0.144864836397162 0.143776563124245 0.155041787209908 0.160379553798226 0.170050499655909 0.192593401452161 0.227295384716133 0.252480699113728 0.264985552458507 0.274266064486138 0.30229447286864 0.323002280019023 0.364096220590241 0.398455878480237 0.357004252051926 0.309684119523881 0.267684668858536 0.229477783540714 0.222610255958254 0.275693485712171 0.374952392323938 0.424770228202581 0.429775235399147 0.397685751779215 0.316190612728651 0.301928007964566 0.308488490422112 0.316166612285484 0.319629944658509 0.326742349826563 0.32382462460265 0.315394858023224 0.271054468066629 0.251761386852699 0.250345375503923 0.270493969596011 0.306957063452638 0.340500646805541 0.350031881158956 0.361755460072092 0.346276107177052 0.294114254894197 0.287705808381349 0.315409057824332 0.276511457723118 0.230200289746722 0.179034515332888 0.138249735861139 0.134859509190246 0.15486052800657 0.21158902378818 0.247722462772891 0.215499408911149 0.208943783365365 0.214106866929041 0.211919437298126 0.22001772102371 0.217129204634543 0.229586710438054 0.248100064230372 0.247711016175685 0.230088586770649 0.232086254125968 0.223771176768691 0.221947234592867
473.48 0.125011930024763 0.142908984314179 0.152318192596458 0.167543681493797 0.170642855945945 0.158148661286178 0.147834122224377 0.141641091678278 0.181271485177531 0.188460280273151 0.198696775394447 0.196054178406442 0.19209330056606 0.175012439283159 0.213479380115297 0.2461640053768 0.24560682436918 0.237622576373787 0.242830650045337 0.253630310583455 0.239863833642604 0.229529771039432 0.225381179289552 0.21647196006039 0.211657411230222 0.203159611426662 0.187342666803845 0.18485437000606 0.184306685987604 0.177466422827266 0.177656774845688 0.175674748753555 0.178045303821857 0.183391142200464 0.164839602712492 0.143322452479232 0.142249568975694 0.154287054850329 0.15785823915668 0.167886376602512 0.192625425377442 0.225029918373024 0.25201621699676 0.263235343692038 0.272630818323078 0.300574518509907 0.32164327306651 0.362770492252765 0.392523033197009 0.354544772538271 0.309353530483942 0.265605943742961 0.229628206808976 0.22181823791489 0.272555790237163 0.375387166401328 0.419723886580123 0.42718660772175 0.393570624158562 0.314159362540717 0.299877004725019 0.306238154657036 0.31472103241419 0.315222324992127 0.324153371285544 0.323068300879171 0.313276789478278 0.267263836524803 0.248686081636711 0.247775631265773 0.267125422387658 0.304115225990035 0.337414740163585 0.347812115788976 0.360301701448334 0.34310893172002 0.291279181111115 0.286161890867801 0.309953536771314 0.273498411260133 0.229462600568616 0.178241610832011 0.136582556909492 0.133948557384582 0.152629246383861 0.210796639627644 0.247350539226715 0.214914781639414 0.205312723328787 0.213191577270443 0.211687910274 0.218501836075954 0.21679097526866 0.22939731776753 0.246742194227558 0.24637648578595 0.228586356371522 0.230885010553747 0.22147627525512 0.220877816710588
473.95 0.128630077968504 0.142990249533317 0.154156000599322 0.167865251569964 0.173154464734785 0.161268639106545 0.150037688944731 0.142720329912 0.182380948388975 0.18949758690596 0.202614837624196 0.198934993001811 0.194161967532705 0.175760104383898 0.215981042158298 0.248448702653239 0.247915417401059 0.240126584392902 0.246064327964314 0.254546503090709 0.245245015182831 0.232035606726048 0.227753235993872 0.218155646966527 0.213785260459432 0.205811171544135 0.19020949889627 0.186582168369218 0.184346838562934 0.180441576271198 0.180305188465313 0.176914266460321 0.180063123694053 0.183676268631548 0.166737390992741 0.144226868029139 0.144331608306717 0.156664443939442 0.160209359702729 0.169704757327187 0.193938307022334 0.227564152739301 0.252182198192208 0.266286000813246 0.27657096288105 0.302484934696667 0.325068213377549 0.365318479141407 0.399734957931124 0.359647628612115 0.312625446572846 0.268404671526407 0.229619774435764 0.223486575026854 0.274847148809116 0.37982880572894 0.425218220814 0.431773847630057 0.39748696227407 0.316896608288153 0.302575749036017 0.307990937142631 0.31839050078692 0.31845648647028 0.327686435166252 0.326412388345153 0.317888370410878 0.271067305823145 0.252566026038353 0.249096759982318 0.271865621560742 0.308717390082707 0.341186249809142 0.352469525967497 0.362997322258916 0.346141607215113 0.293971831662162 0.28935451680947 0.314812464053395 0.276710868742477 0.232925237711819 0.181421167925172 0.13948555226103 0.135561700435322 0.15387998792096 0.214237690885164 0.249114240818235 0.216116891528332 0.208942503572231 0.215064112227001 0.21271090757471 0.219590680225829 0.217429305930402 0.229990659986907 0.248243159139563 0.24792448590324 0.230877356032818 0.23286447923447 0.224830628861006 0.222139794756616
474.41 0.127313908417999 0.145338648034662 0.156912205033558 0.170748845784025 0.17550732568965 0.16312453563088 0.15070995898227 0.144284603881826 0.184678004526585 0.190496314667141 0.205329335879789 0.200253833656757 0.196618297140833 0.178244130403145 0.219942332296449 0.250518058705303 0.249560476508459 0.242406214016585 0.246909725072925 0.25783554155254 0.245358588042519 0.232953880250696 0.228297678521643 0.219629060287424 0.215368148342522 0.207297393675392 0.192468294829402 0.1887571279615 0.18821132062343 0.180644050691286 0.181469877777936 0.177852359166252 0.182493585087003 0.184620749178015 0.167277686833855 0.144666857389169 0.144659241288832 0.157913670513074 0.161954558737384 0.172101910670004 0.195649240350649 0.229338858003322 0.255196431902602 0.268784820260451 0.27776289615911 0.304991417149574 0.327085621234377 0.369170481911529 0.402983414132335 0.362766096598011 0.314118718714108 0.270393524997873 0.232482438748068 0.226537435262659 0.279411881664232 0.381487037588313 0.428502429397403 0.435345506118352 0.403213389930209 0.318995173257909 0.308887735030616 0.311509571697326 0.320675151297808 0.322564148815583 0.330654676162248 0.328015745681919 0.320237200017655 0.272606746339151 0.253558096247017 0.252944742430018 0.274470484013542 0.311904072905914 0.344973769492573 0.352373742697843 0.366035992723486 0.350212188318171 0.297781088874946 0.292568077975723 0.318145477171237 0.280383308514953 0.233587313324576 0.183758111326983 0.139758673865705 0.136664245433437 0.155067949457542 0.215406107134175 0.251785754680983 0.218476147223599 0.212203306184431 0.216498593663645 0.214885577208889 0.22175106727376 0.220652243258133 0.232406331708223 0.252448480226786 0.250234668018311 0.232860286250656 0.23439660627657 0.225298055043667 0.224018550498787
474.87 0.128364524981098 0.144968730764526 0.157199431117632 0.172345290134163 0.17515175401211 0.163832341066082 0.152127423983396 0.144513156818516 0.184914468654044 0.192015357121338 0.204212726651986 0.202129574300906 0.197029269428654 0.178987735236526 0.219244631605607 0.251719000213346 0.252168715920203 0.242382010441505 0.24933417040976 0.259478349361964 0.245878038327898 0.235118261433947 0.230235098542528 0.221481521572987 0.21686456487602 0.207336524841244 0.192330210475678 0.188738058948555 0.188716184686952 0.182171779073691 0.181143179060733 0.179359823431334 0.182990207654687 0.185955603140748 0.16871121935608 0.146089250109177 0.144760448061717 0.158372172416954 0.162265422716975 0.172467769295231 0.195848622008756 0.229516806929427 0.257120178070081 0.269547905305637 0.278928762422981 0.306624169810601 0.328807725312294 0.369319879135647 0.40522870402479 0.360702396010342 0.316774063967984 0.272491900325538 0.234516419093732 0.227685790174314 0.280007156728255 0.381714462810468 0.431279813371543 0.43831384568513 0.404557937668726 0.322127849211102 0.310139646321968 0.314442041846449 0.321977800871415 0.325150343351675 0.332136209417011 0.329342148372298 0.321012315190377 0.27601866543013 0.255127237014609 0.252048123631309 0.275149360749882 0.313089950292748 0.347080965997873 0.355733721612718 0.368278074421043 0.35261498327941 0.297367784312933 0.292608177832253 0.319844660648511 0.281624493906742 0.234605362505138 0.183382590561141 0.140134563873791 0.137058808005814 0.156062021423348 0.216068844428459 0.25184144817726 0.219862527366327 0.212342687724774 0.21769555616249 0.216351835755971 0.222651509154318 0.221661141523831 0.232933746884979 0.251127683808046 0.251435869088981 0.23525543614901 0.236390680908616 0.226117864819991 0.224249504923547
